id,language,code,error_message,error_category,error_type,concept,difficulty,expected_output,actual_output,explanation,suggested_fix,keywords
1802,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python block statements require a colon at the end.,Add a colon after the for statement.,"Logical Error, Off-by-one logic"
1803,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Logical Error, Loop conditions"
1804,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Loop conditions"
1805,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Arithmetic logic"
1806,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Logical Error, Off-by-one logic"
1807,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Logical Error, Loop conditions"
1808,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The negative index is outside the valid range.,Use a valid negative index within the list length.,"Logical Error, Arithmetic logic"
1809,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Arithmetic logic"
1810,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The requested index is outside the list range.,Use an index within the valid range of the list.,"Logical Error, Arithmetic logic"
1811,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Logical Error, Arithmetic logic"
1812,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Logical Error, Loop conditions"
1813,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Logical Error, Conditional logic"
1814,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python cannot find the requested module.,Install or import an available module.,"Logical Error, Conditional logic"
1815,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Conditional logic"
1816,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The negative index is outside the valid range.,Use a valid negative index within the list length.,"Logical Error, Conditional logic"
1817,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The requested index is outside the list range.,Use an index within the valid range of the list.,"Logical Error, Arithmetic logic"
1818,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The requested index is outside the list range.,Use an index within the valid range of the list.,"Logical Error, Off-by-one logic"
1819,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python block statements require a colon at the end.,Add a colon after the for statement.,"Logical Error, Arithmetic logic"
1820,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Logical Error, Arithmetic logic"
1821,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Arithmetic logic"
1822,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Off-by-one logic"
1823,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python cannot find the requested module.,Install or import an available module.,"Logical Error, Conditional logic"
1824,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python block statements require a colon at the end.,Add a colon after the for statement.,"Logical Error, Conditional logic"
1825,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Loop conditions"
1826,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The negative index is outside the valid range.,Use a valid negative index within the list length.,"Logical Error, Conditional logic"
1827,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python cannot find the requested module.,Install or import an available module.,"Logical Error, Conditional logic"
1828,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Conditional logic"
1829,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The negative index is outside the valid range.,Use a valid negative index within the list length.,"Logical Error, Conditional logic"
1830,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The requested index is outside the list range.,Use an index within the valid range of the list.,"Logical Error, Off-by-one logic"
1831,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Logical Error, Arithmetic logic"
1832,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Loop conditions"
1833,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python block statements require a colon at the end.,Add a colon after the for statement.,"Logical Error, Arithmetic logic"
1834,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Off-by-one logic"
1835,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Conditional logic"
1836,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Off-by-one logic"
1837,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Conditional logic"
1838,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Off-by-one logic"
1839,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Off-by-one logic"
1840,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The requested index is outside the list range.,Use an index within the valid range of the list.,"Logical Error, Loop conditions"
1841,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The negative index is outside the valid range.,Use a valid negative index within the list length.,"Logical Error, Arithmetic logic"
1842,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python cannot find the requested module.,Install or import an available module.,"Logical Error, Off-by-one logic"
1843,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python block statements require a colon at the end.,Add a colon after the for statement.,"Logical Error, Conditional logic"
1844,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The requested index is outside the list range.,Use an index within the valid range of the list.,"Logical Error, Conditional logic"
1845,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Off-by-one logic"
1846,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Arithmetic logic"
1847,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python block statements require a colon at the end.,Add a colon after the for statement.,"Logical Error, Loop conditions"
1848,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Loop conditions"
1849,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Conditional logic"
1850,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Arithmetic logic"
1851,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Off-by-one logic"
1852,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Loop conditions"
1853,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Conditional logic"
1854,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Off-by-one logic"
1855,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Conditional logic"
1856,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Off-by-one logic"
1857,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Off-by-one logic"
1858,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Arithmetic logic"
1859,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Logical Error, Loop conditions"
1860,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Off-by-one logic"
1861,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Logical Error, Loop conditions"
1862,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Conditional logic"
1863,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python block statements require a colon at the end.,Add a colon after the for statement.,"Logical Error, Conditional logic"
1864,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Loop conditions"
1865,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Logical Error, Off-by-one logic"
1866,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python block statements require a colon at the end.,Add a colon after the for statement.,"Logical Error, Loop conditions"
1867,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The negative index is outside the valid range.,Use a valid negative index within the list length.,"Logical Error, Conditional logic"
1868,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The negative index is outside the valid range.,Use a valid negative index within the list length.,"Logical Error, Conditional logic"
1869,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Arithmetic logic"
1870,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python cannot find the requested module.,Install or import an available module.,"Logical Error, Off-by-one logic"
1871,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Arithmetic logic"
1872,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python block statements require a colon at the end.,Add a colon after the for statement.,"Logical Error, Conditional logic"
1873,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Off-by-one logic"
1874,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python cannot find the requested module.,Install or import an available module.,"Logical Error, Arithmetic logic"
1875,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python cannot find the requested module.,Install or import an available module.,"Logical Error, Loop conditions"
1876,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Conditional logic"
1877,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The negative index is outside the valid range.,Use a valid negative index within the list length.,"Logical Error, Arithmetic logic"
1878,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Arithmetic logic"
1879,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python cannot find the requested module.,Install or import an available module.,"Logical Error, Off-by-one logic"
1880,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Logical Error, Arithmetic logic"
1881,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python cannot find the requested module.,Install or import an available module.,"Logical Error, Loop conditions"
1882,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Logical Error, Arithmetic logic"
1883,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Off-by-one logic"
1884,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Logical Error, Conditional logic"
1885,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Off-by-one logic"
1886,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python cannot find the requested module.,Install or import an available module.,"Logical Error, Off-by-one logic"
1887,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Logical Error, Loop conditions"
1888,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Arithmetic logic"
1889,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Logical Error, Arithmetic logic"
1890,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Arithmetic logic"
